id,sentence,difficulty
5920,Elle est certainement cause mauvaise à devenue de son mari.,B1
5921,gamins un retour impatiemment guetté par les C'est des bourgades bretonnes.,C1
5922,"Les pèlerins partagèrent alors cette célébration avec leurs voisins indiens, et ceux-ci apportèrent alors dindes des à rôtir",C1
5923,quartier un J'habite calme,A1
5924,"L'étude des dépouilles avec l'aide d'archéo-vétérinaires a permis de remarquer que la plupart des animaux enterrés à Bérénice sont morts maladie, de parfois jeunes, ou de blessure.",C1
5925,"ans, effet, sitôt rentrés chez eux, Vanessa, 14 ans, Raphaël, 16 ans, Marie, 44 ans, et Patrick, 45 En branchent les petites boîtes colorées afin de les recharger.",B2
5926,"pour Noel, vous achetez des cadeaux Avant tout le monde.",A1
5927,"Plus grave, un usages a été mis en évidence entre ces lien et des symptômes de dépression.",B1
5928,"Pourfendeur égratigne sciences et des arts, fossoyeur de la propriété privée, contempteur de la monarchie, ce bonhomme, qui des au passage les médecins, les femmes, les gens de lettres et les Anglais, sent le fagot.",C2
5929,J'ai décidé jaune peindre les murs en de et d'y installer mon piano.,A2
5930,bureau Un !,A1
5931,"Chêne, ne aile est cassée, je mon peux pas voler.",A2
5932,"Or, est faut bien différencier une contrainte d'une obligation, qui elle il une activité que l'individu s'impose lui-même librement",C2
5933,des porte Elle lunettes.,A1
5934,"Au fond, beaucoup franchissent avec vaillance le mur du son de cinquantaine. la",C1
5935,passionnée suis une Je de montagne.,A1
5936,il ne peut pas utiliser son portable et On n'est pas permis de manger,A1
5937,"C'est à dire, ce n'est pas une volonté hiérarchique primaire, viendrait des ministères ou de l'Académie, ce sont les enseignants qui, il suffit de regarder divers blogues sur internet d'enseignants qui se posent des questions au qui secondaire, collège, lycée.",C2
5938,"Ainsi, il réel. déjà une méthode pour passer du virtuel au existe",B1
5939,terminé s'est Hier le Salon de la pâtisserie de Paris.,A2
5940,Les enquêteurs est convaincus que l'écoute électronique des conversations téléphoniques sont un outil essentiel à la police.,B2
5941,"Bon résultat de pour française ce mois-ci, plus quatre l'économie cent",C1
5942,médecin a rendez-vous chez le Il,A1
5943,"Souvent, je parler pour m'arrêtais avec les villageois.",A2
5944,"Le monastère avait donc conservé office église médiévale, qui faisait également son de paroissiale.",C1
5945,mais des aussi fraisiers : je me régale et je fais le plein de vitamines J'espère que tu passes de bonnes vacances à Limoges,A2
5946,"Curieusement, l'actuel président du groupe arrivée ne se souvient pas du débat après l'arrivée de M. Aphatie : Son Radio-France n'a pas été critiquée, car il était évident que Jean-Michel Aphatie avait beaucoup de présence à la radio.",B1
5947,Il ne en peut rester qu'un.,A2
5948,"Dans le sac, il y et un téléphone, des clés, un ordinateur, une photo a un portefeuille",A1
5949,"marché. les dimanches, je vais faire mes courses au Tous",A1
5950,L'école a-t-elle monde changer le fait ?,A2
5951,"Le backtesting évalue essentiellement la performance d'une stratégie de trading sur des données historiques, si nous avons utilisé une stratégie ensemble sur un donnée d'actifs dans le passé, dans quelle mesure elle aurait été performante.",C1
5952,"Depuis qu'elles se sont 30 au moins diversifiées, 000 sont nées et se sont éteintes, souvent sans laisser de trace.",C1
5953,Je travaille chez moi l'après-midi matin et le,A1
5954,"Avec de nombreux professionnels, j'ai appelé, du tant que contrôleuse générale des lieux de privation de liberté (CGPL), à une vaccination massive en personnel et des prisonniers.",C1
5955,"Au les des défis posés à la société multiculturelle, le couple mixte se présente comme un laboratoire intensif (de tous les instants) d'échanges, d'analyses, de synthèses, capable d'imaginer des solutions originales applicables à un niveau individuel mais susceptibles d'inspirer regard politiques collectives ou dans certains cas d'être transposées à l'échelle de la société.",C1
5956,Nous ne nous attendions tel à un pas buzz.,B1
5957,"Oh, mais une attends seconde !",A2
5958,Vous allâtes dans une contrée lointaine pour tout oublier vos de erreurs passées dont seul le commun des mortels ignore.,C2
5959,"La salle commençait à se remplir, on tirait les lorgnettes de leurs de et les abonnés, s'apercevant étuis, loin, se faisaient des salutations.",C2
5960,Débuter la journée par un premier repas organisé autour anecdotique. de ces boissons dopantes que l'on sucre preut sembler passablement d'une,C2
5961,Le tas le riz tantant tanta de tas de rats tentés.,C2
5962,A t'il parlé d'astuces pratiques pour bien-être un quotidien et d'un questionnement philosophique sur cette quête de l'impossible,B1
5963,"Accusé de manger démissionne. tous les râteliers, l'élu à",B2
5964,"Lui qui, enfant, suivait sa mère trappeur, peut encore aujourd'hui emmener son fils de 14 ans chasser, mais dit craindre la réduction des quotas ours chasse pour les de polaires.",C1
5965,"Un enseignement fondé sur l'expérimentation et la pratique, des objectifs d'apprentissage transversaux, des actions tournées en priorité vers la avec continue des enseignants, menées en collaboration formation la communauté scientifique et professionnelle",C1
5966,"Alors qu'elle femme du marché à travers la brousse, une revenait laisse tomber une cruche et continue son chemin sans s'apercevoir de rien.",A1
5967,"depuis bébé pleure Le des heures, il a faim.",A1
5968,"Les cadeaux seront déposés à son du le soir pied, 24 ou le 25 décembre au matin",B2
5969,"Dans location. ville, tout comme à Paris et Londres, les autorités ont déjà décidé de mettre en place des règles pour limiter la durée de cette",B1
5970,"vec ses livreurs à pandémie. aux énormes sacs à dos carrés, l'entreprise est devenue incontournable pendant la vélo",C1
5971,de combien Depuis temps?,A2
5972,pour Idem les voies technologiques.,C1
5973,"Il savait déjà qu'il faut éviter les la grossiers, les lourdes venaisons et les boissons fermentées ; il connaissait aussi l'influence bienfaisante des bains fréquents, qui gardent aliments peau saine et reposent des fatigues.",B2
5974,la C'est jungle.,A2
5975,"SpaceX, officiellement Space Exploration Technologies Corporation, est une spatial. américaine spécialisée dans le domaine de l'astronautique et du vol entreprise",C1
5976,La merveilleuse paix de cet été endormi entrait en marée. comme une moi,C2
5977,"""Aujourd'hui nous le les robots pour faciliter leur future acceptation sociale"", relève magnifions psychiatre Serge Tisseron de l'université Paris-VII, dans le magazine Les dossiers de la Recherche. Mais cette forte empathie peut avoir son revers.",C2
5978,Les dernières semaines avant Noël joyeuse déroulent dans une ambiance se et féérique,B2
5979,Or ces mêmes :on en témoignent statistiques trouve,C1
5980,"Mais, déjà, le par équitable commence à être récupéré commerce des entrepreneurs au nez creux et peu soucieux de respecter les critères fondamentaux, trop contraignants.",C1
5981,C'est les d'aujourd'hui. discussions,A2
5982,Cette assurance me ma ; je sentis calma douleur s'apaiser.,C2
5983,Papa raconte une aux histoire enfants pour les endormir.,A1
5984,"Mis en du par l'éco-organisme Récylum, ce dispositif intéresse en premier lieu les entreprises place bâtiment, mais aussi les industries et les collectivités territoriales, qui détiennent du matériel (alarmes incendie, caméras de surveillance) qui ne fonctionne plus.",B2
5985,J'en conclus que les Réalistes de talent Illusionnistes. s'appeler plutôt des devraient,C1
5986,"Vous un la boîte à musique et découvrîtes ouvrîtes bijou, serti de pierres précieuses multicolors.",C1
5987,"Si nous avions eu suffisament d'argent, nous aurions pris l'avion pour nous rendre à notre conférence sur les enjeux écologiques du siècle et au participer activement ainsi débat.",B2
5988,ne Je veux pas.,A1
5989,La journée est longue pour David qui attend toute samedi le la semaine.,A2
5990,"Nous favoriser souhaitons davantage la création et l'ouverture à d'autres publics"", explique Nathalie Perrin-Gilbert.",C1
5991,pendant me réjouis de te revoir Je les vacances.,A2
5992,"De fait, les relations de l'individu au groupe, du privé complexes collectif, demeurent au dans l'Hexagone.",B2
5993,Il était fois une une petite fille de village.,A2
5994,! s'il-vous-plaît L'addition,A1
5995,"Ils doivent également présenter, le cas échéant, les documents justifiant de l'objet leur des conditions de et séjour",C1
5996,Un leur garçon : On essaye de petit parler,A2
5997,d'évacuer couple a bien fait Le,A2
5998,"battit eut revu son premier amoureux, son coeur Lorsqu'elle follement",C2
5999,"De fait, en scindant son enseignement supérieur en deux systèmes concurrents, la France a créé une hiérarchie dans toutes les têtes: la grande école est rebut. de réussite, l'université de synonyme",C2
6000,trouvera le On ridicule et ce sera une catastrophe.,B1
6001,Qu'est-ce ? vous avez comme tartes que,A1
6002,On partait de bonne heure pour ne pas embouteillages coincés dans les être,A2
6003,La FAO (Organisation pour l'alimentation et l'agriculture) personnes que 95 % des estime victimes de sous-alimentation chronique vivent dans les pays en voie de développement.,C1
6004,"On vient d'acheter une résidence secondaire, au Pays basque, qui sera notre point de familial. ralliement",C1
6005,"variation c'est-à-dire l'interaction verbale, se présente comme une co-construction constitutive de la dynamique du groupe ; c'est en tenant compte des interlocuteurs et de la façon dont ils se positionnent les uns vis-à-vis des autres, selon les objets et les enjeux des interactions, que l'on envisage d'analyser tant la L'échange, des usages en présence que l'hétérogénéité constitutive du dire, dans cet espace.",C2
6006,Mon mari a enfin un une place d'architecte et travaille sur trouvé important projet d'immeuble avec son équipe,B1
6007,somptueux. C'est,A2
6008,chance Bonne !,A1
6009,J'ouvrais la porte et courait chien le à l'extérieur.,A2
6010,"Mais qu'ils prétendent être les seuls acteurs légitimes pour définir et normaliser le commerce équitable, c'est nier les autres pratiques et refuser le débat avec tous les acteurs de la société civile, ce qui est inadmissible.",C1
6011,"pas Je ne parle Non, français.",A1
6012,Il est malade tombé l'année précédant son mariage.,B2
6013,Les maires ont ainsi les montrer qu'ils voulu avaient à l'oeil.,B1
6014,"Il allait d'être passer l'hiver ici, dans la forêt, en attendant devoir guérit.",B1
6015,Il est très fâché parce qu'elle a lui ne pas répondu au téléphone.,A1
6016,"Celui-ci, ancien soldat, devinant d'abord le plan ajoutant campagne de son interlocuteur, parla des protections qu'avait son maître, de que, certes, on ne lui chiperait pas ses beaux chevaux.",C1
6017,Je ne te pas. crois,A1
6018,Le journal emporté été a par un coup de vent.,B1
6019,"représente optimistes soulignent qu'il ne Les encore qu'une part infinitésimale des échanges internationaux mais que le concept est ""porteur"".",C1
6020,"Sans y penser, fait j'ai des erreurs !",B1
6021,"Quand tu sors de droite. tourne à droite et encore à l'ascenseur,",A2
6022,"Et il regardait tous plaisait. hommes attablés et buvant, tous ces hommes qui pouvaient se désaltérer tant qu'il leur ces",B2
6023,les a préparé Elle photocopies pour les participants à la réunion de l'après-midi,B1
6024,"Ainsi, Madame, parle est irlandaise et vit à lieu, témoigne : ""En France, si je qui anglais à mon fils, il me répond plutôt en français.",B1
